product_code,barcode,name,category_id,supplier_id,brand_id,pack_size,quantity,pack_purchase_price,pack_sale_price,unit_purchase_price,unit_sale_price,avg_price,narcotics
PRD-00093,PD00000093,PRULAX SYRUP 120ML,1,1,1,1,1,368,418,368,418,368,0
PRD-00094,PD00000094,BARQ 20MG TAB,1,1,1,20,0,0,0,0,0,0,0
PRD-00095,PD00000095,MAXI ALFA 0.5MCG,1,1,1,20,0,0,0,0,0,0,0
PRD-00096,PD00000096,NEUTIZE TAB 2MG,1,1,1,10,0,0,0,0,0,0,0
PRD-00097,PD00000097,VOKSEC 250MG TAB,1,1,1,10,0,0,0,0,0,0,0
PRD-00098,PD00000098,AFLON SYP,1,1,1,1,0,0,0,0,0,0,0
PRD-00099,PD00000099,CEPOX INJECTION 1GM,1,1,1,1,0,0,0,0,0,0,0
PRD-00100,PD00000100,CEPOX INJECTION 250MG,1,1,1,1,0,0,0,0,0,0,0
PRD-00101,PD00000101,CEPOX INJECTION 500MG,1,1,1,1,0,0,0,0,0,0,0
PRD-00102,PD00000102,MBASIX INJECTION 20MG,1,1,1,50,0,0,0,0,0,0,0
PRD-00103,PD00000103,MBASIX INJECTION 40MG,1,1,1,50,0,0,0,0,0,0,0
PRD-00104,PD00000104,MBASIX TABLET 40MG,1,1,1,100,0,0,0,0,0,0,0
PRD-00105,PD00000105,MBCAINE INJECTION 10ML,1,1,1,50,0,0,0,0,0,0,0
PRD-00106,PD00000106,MBCAINE INJECTION 2% PLUS ADERNALINE,1,1,1,50,0,0,0,0,0,0,0
PRD-00107,PD00000107,MBCEF INJECTION 1GM,1,1,1,1,0,0,0,0,0,0,0
PRD-00108,PD00000108,MBCEF INJECTION 250MG,1,1,1,1,0,0,0,0,0,0,0
PRD-00109,PD00000109,MBCEF INJECTION 500MG,1,1,1,1,0,0,0,0,0,0,0
PRD-00110,PD00000110,MBCHLOR EAR DROP 10ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00111,PD00000111,MBCHLOR EYE DROP 10ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00112,PD00000112,MBCHLOR SUSPENSION  60ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00113,PD00000113,MBCIDINE INJECTION 200MG,1,1,1,10,0,0,0,0,0,0,0
PRD-00114,PD00000114,MBCIDINE SUSPENSION  60ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00115,PD00000115,MBCIDINE TABLET 200MG,1,1,1,20,0,0,0,0,0,0,0
PRD-00116,PD00000116,MBCIDINE TABLET 400MG,1,1,1,10,0,0,0,0,0,0,0
PRD-00117,PD00000117,MBCLOX CAPSULE 500MG,1,1,1,100,0,0,0,0,0,0,0
PRD-00118,PD00000118,MBCLOX ORAL DROP 8ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00119,PD00000119,MBDICLO TABLET 100MG,1,1,1,30,0,0,0,0,0,0,0
PRD-00120,PD00000120,MBDICLO TABLET 50MG,1,1,1,20,0,0,0,0,0,0,0
PRD-00121,PD00000121,MBDICLO TABLET 75MG,1,1,1,5,0,0,0,0,0,0,0
PRD-00122,PD00000122,MBDIN CAPSULE 250MG,1,1,1,10,0,0,0,0,0,0,0
PRD-00123,PD00000123,MBDIN CAPSULE 500MG,1,1,1,10,0,0,0,0,0,0,0
PRD-00124,PD00000124,MBDIN INJECTION 500MG,1,1,1,1,0,0,0,0,0,0,0
PRD-00125,PD00000125,MBDIN SUSPENSION  125MG  60ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00126,PD00000126,MBDOX CAPSULE 100MG,1,1,1,100,0,0,0,0,0,0,0
PRD-00127,PD00000127,MBMOX CAPSULE 250MG,1,1,1,100,0,0,0,0,0,0,0
PRD-00128,PD00000128,MBMOX CAPSULE 500MG,1,1,1,100,0,0,0,0,0,0,0
PRD-00129,PD00000129,MBROXEN TABLET 250MG,1,1,1,30,0,0,0,0,0,0,0
PRD-00130,PD00000130,MBSTAN SUSPENSION  60ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00131,PD00000131,MBSTAN TABLET 250MG,1,1,1,200,0,0,0,0,0,0,0
PRD-00132,PD00000132,MBTOL SOLUTION 1000ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00133,PD00000133,MBTOL SOLUTION 100ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00134,PD00000134,MBTOL SOLUTION 500ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00135,PD00000135,AMOXIL SYRUP 125MG\5ML  60ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00136,PD00000136,AMOXIL SYRUP 250MG 90ML,1,1,1,1,4,159.16,187.3,159.16,187.3,158.35,0
PRD-00137,PD00000137,AMPICLOX CAPSULE 250MG,1,1,1,100,143,1083.52,1275,10.835,12.75,10.76754011,0
PRD-00138,PD00000138,AMPICLOX CAPSULE 500MG,1,1,1,100,462,1846.36,2172,18.464,21.72,15.70334702,0
PRD-00139,PD00000139,AMPICLOX ORAL DROP 20ML,1,1,1,1,0,80.9,95.2,80.9,95.2,80.9,0
PRD-00140,PD00000140,AMPICLOX SYRUP 250MG 90ML,1,1,1,1,5,161.28,227.69,161.28,227.69,131.4429333,0
PRD-00141,PD00000141,AUGMENTIN  DROP 20ML,1,1,1,1,0,145.1,170.78,145.1,170.78,145.1,0
PRD-00142,PD00000142,AUGMENTIN 156.25 SYP 90ML,1,1,1,1,3,312.87,369,312.87,369,312.79,0
PRD-00143,PD00000143,AUGMENTIN BD 70ML SYP,1,1,1,1,1,182.02,214.14,182.02,214.14,182.02,0
PRD-00144,PD00000144,AUGMENTIN TAB 375MG,1,1,1,6,57,228.58,268.92,38.097,44.82,36.25045789,0
PRD-00145,PD00000145,AUGMENTIN TAB1GM,1,1,1,6,60,308.16,362.58,51.36,60.43,50.2964,0
PRD-00146,PD00000146,BACTROBAN CREAM 15GM,1,1,1,1,0,0,0,0,0,0,0
PRD-00147,PD00000147,BACTROBAN OINTMENT 15GM,1,1,1,1,0,258.75,304.41,258.75,304.41,258.75,0
PRD-00148,PD00000148,BACTROBAN OINTMENT 5GM,1,1,1,1,0,0,0,0,0,0,0
PRD-00149,PD00000149,CHEWCAL TAB 30,1,1,1,30,60,211.34,248.7,7.045,8.29,7.045,0
PRD-00150,PD00000150,ELTROXIN 50MCG TABLET,1,1,1,1,0,0,0,0,0,0,0
PRD-00151,PD00000151,GIDAR SINGHI,1,1,1,1,0,0,0,0,0,0,0
PRD-00152,PD00000152,CRANTOP SACHET,1,1,1,10,0,646,760,64.6,76,64.6,0
PRD-00153,PD00000153,MAXOLON INJECTION .,1,1,1,10,0,0,0,0,0,0,0
PRD-00154,PD00000154,GRANID SUSPENSION  200MG 60ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00155,PD00000155,GRANID TABLET 400MG,1,1,1,100,0,0,0,0,0,0,0
PRD-00156,PD00000156,ORAL B TOOTH BRUSH CONTURA,1,1,1,1,0,0,0,0,0,0,0
PRD-00157,PD00000157,ORAL B TOOTH BRUSH CROSSACTION,1,1,1,1,0,0,0,0,0,0,0
PRD-00158,PD00000158,ORAL B TOOTH BRUSH EXCEED,1,1,1,1,0,0,0,0,0,0,0
PRD-00159,PD00000159,LIPIGET EZ 10+20MG TAB,1,1,1,10,11,404.6,476,40.46,47.6,40.42454545,0
PRD-00160,PD00000160,SITA GEN 100MG TAB,1,1,1,30,0,1028.09,1210,34.27,40.33,34.27,0
PRD-00161,PD00000161,ORAL B TOOTH BRUSH ORTHODANTIC,1,1,1,1,0,0,0,0,0,0,0
PRD-00162,PD00000162,ORAL B TOOTH BRUSH PLUS,1,1,1,1,0,0,0,0,0,0,0
PRD-00163,PD00000163,ORAL B TOOTH BRUSH SENSTIVE ADVANTAGE,1,1,1,1,0,0,0,0,0,0,0
PRD-00164,PD00000164,ORAL B TOOTH BRUSH VISION,1,1,1,1,0,0,0,0,0,0,0
PRD-00165,PD00000165,ORAL B TOOTH PASTE SENSITIVE 75ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00166,PD00000166,SENSOR EXCEL BLADE (10'S),1,1,1,1,0,0,0,0,0,0,0
PRD-00167,PD00000167,GEOFLOX INJECTION 200MG IV100ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00168,PD00000168,GEOFLOX TABLET 200MG,1,1,1,10,0,0,0,0,0,0,0
PRD-00169,PD00000169,GEOFMAN SALT (ORS) SYRUP 15GM,1,1,1,1,0,0,0,0,0,0,0
PRD-00170,PD00000170,GEOFMAN SALT (ORS) SYRUP 30GM,1,1,1,1,0,0,0,0,0,0,0
PRD-00171,PD00000171,GEOGYNON TABLET .,1,1,1,2,0,0,0,0,0,0,0
PRD-00172,PD00000172,GEOMISOLE TABLET 150MG (GEFM) 12913,1,1,1,30,0,0,0,0,0,0,0
PRD-00173,PD00000173,GEOMISOLE TABLET 150MG (GEFM) 12914,1,1,1,100,0,0,0,0,0,0,0
PRD-00174,PD00000174,GEOMOL SUSPENSION  120MG/ 5ML 60ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00175,PD00000175,GEOMOL TABLET 500MG (GEFM) 12916,1,1,1,200,0,0,0,0,0,0,0
PRD-00176,PD00000176,GEOMOL TABLET 500MG (GEFM) 12917,1,1,1,1000,0,0,0,0,0,0,0
PRD-00177,PD00000177,GEOMOXIN CAPSULE 250MG,1,1,1,100,0,0,0,0,0,0,0
PRD-00178,PD00000178,GEOMOXIN CAPSULE 500MG,1,1,1,20,0,0,0,0,0,0,0
PRD-00179,PD00000179,GEOMOXIN SUSPENSION  125MG  60ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00180,PD00000180,GEOMOXIN SUSPENSION  250MG/ 5ML 60ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00181,PD00000181,GEOPRESS TABLET 240MG,1,1,1,10,0,0,0,0,0,0,0
PRD-00182,PD00000182,GEOPRESS TABLET 40MG,1,1,1,10,0,0,0,0,0,0,0
PRD-00183,PD00000183,GEOPRESS TABLET 80MG,1,1,1,50,0,0,0,0,0,0,0
PRD-00184,PD00000184,GEOPRIDE TABLET 1MG,1,1,1,20,0,0,0,0,0,0,0
PRD-00185,PD00000185,GEOPRIDE TABLET 2MG,1,1,1,20,0,0,0,0,0,0,0
PRD-00186,PD00000186,GEOPRIDE TABLET 3MG,1,1,1,20,0,0,0,0,0,0,0
PRD-00187,PD00000187,AQUAZOLE 10G CREAM,1,1,1,1,0,187,220,187,220,177.65,0
PRD-00188,PD00000188,ARSOFIN 50MG TABLET,1,1,1,20,0,0,0,0,0,0,0
PRD-00189,PD00000189,ARSOFIN 75MG TABLET,1,1,1,20,0,0,0,0,0,0,0
PRD-00190,PD00000190,BETAMET LOTION 60ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00191,PD00000191,BIPROFEN TABLET 100MG,1,1,1,30,0,0,0,0,0,0,0
PRD-00192,PD00000192,BIPROFEN TABLET 50MG,1,1,1,30,0,0,0,0,0,0,0
PRD-00193,PD00000193,BON ONE TABLET 0.5MCG,1,1,1,100,0,2600,2997,26,29.97,23.4,0
PRD-00194,PD00000194,CAL ONE D SUSPENSION 60ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00195,PD00000195,COLCOREX 120ML SYRUPE,1,1,1,1,0,0,0,0,0,0,0
PRD-00196,PD00000196,CAL ONE TABLET 830MG,1,1,1,30,0,339.35,399.24,11.312,13.31,11.08576,0
PRD-00197,PD00000197,CANDITENSIN TABLET 16MG,1,1,1,28,0,0,0,0,0,0,0
PRD-00198,PD00000198,CANDITENSIN TABLET 4MG,1,1,1,14,0,0,0,0,0,0,0
PRD-00199,PD00000199,CANDITENSIN TABLET 8MG,1,1,1,14,0,0,0,0,0,0,0
PRD-00200,PD00000200,XATRAL LP TABLET 10MG,1,1,1,30,0,0,0,0,0,0,0
PRD-00201,PD00000201,HICS 120ML SYRUP,1,1,1,1,0,161.29,189.83,161.29,189.83,161.29,0
PRD-00202,PD00000202,XEROSEC 20MG CAPSUL,1,1,1,14,0,0,0,0,0,0,0
PRD-00203,PD00000203,ZYZAL 2ML AMPULE,1,1,1,20,0,0,0,0,0,0,0
PRD-00204,PD00000204,ACT HIB VACCINE  1 DOSE,1,1,1,1,0,0,0,0,0,0,0
PRD-00205,PD00000205,BCG VACCINE VACCINE  5ML,1,1,1,10,0,0,0,0,0,0,0
PRD-00206,PD00000206,CIPROZEE 500MG TAB,1,1,1,10,0,0,0,0,0,0,0
PRD-00207,PD00000207,IMOVAX POLIO,1,1,1,1,0,0,0,0,0,0,0
PRD-00208,PD00000208,MENINIGOCOCAAL VACCINE  .,1,1,1,1,0,0,0,0,0,0,0
PRD-00209,PD00000209,ORUVAIL CAPSULE 100MG,1,1,1,30,0,0,0,0,0,0,0
PRD-00210,PD00000210,ORUVAIL CAPSULE 200MG,1,1,1,30,0,0,0,0,0,0,0
PRD-00211,PD00000211,PNEUMO 23 VACCINE  .,1,1,1,1,0,0,0,0,0,0,0
PRD-00212,PD00000212,STAMARIL VACCINE,1,1,1,1,0,0,0,0,0,0,0
PRD-00213,PD00000213,TETRACT-HIB VACCINE  .,1,1,1,1,0,0,0,0,0,0,0
PRD-00214,PD00000214,TRIMOVAX VACCINE  SYRINGES,1,1,1,1,0,0,0,0,0,0,0
PRD-00215,PD00000215,TRIMOVAX VIAL .,1,1,1,1,0,0,0,0,0,0,0
PRD-00216,PD00000216,TYPHIM VI VACCINE  .,1,1,1,1,0,0,0,0,0,0,0
PRD-00217,PD00000217,VAXIGRIP VACCINE  .,1,1,1,1,0,0,0,0,0,0,0
PRD-00218,PD00000218,VERORAB VACCINE  SYR,1,1,1,1,0,0,0,0,0,0,0
PRD-00219,PD00000219,VERORAB VACCINE  SYRINGE PACK,1,1,1,1,0,0,0,0,0,0,0
PRD-00220,PD00000220,ALFACAL TABLET 0.5MG,1,1,1,20,0,0,0,0,0,0,0
PRD-00221,PD00000221,AZOSIN NASAL SPRAY 15ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00222,PD00000222,BLEPHAPPRED EYE DROP 5ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00223,PD00000223,BLEPHAPPRED OINTMENT OPHTH 3.5GM,1,1,1,1,0,0,0,0,0,0,0
PRD-00224,PD00000224,BLINK FRESH EYE DROP 10ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00225,PD00000225,CALENDOX CREAM 10GM,1,1,1,1,0,0,0,0,0,0,0
PRD-00226,PD00000226,FIT PLEX-M CAPSULE (30'S),1,1,1,1,0,0,0,0,0,0,0
PRD-00227,PD00000227,GLYCERIN SUPPOSITRIES CHILD,1,1,1,1,0,80,120,80,120,80,0
PRD-00228,PD00000228,AMENOL P 120ML SYRUP,1,1,1,1,0,0,0,0,0,0,0
PRD-00229,PD00000229,DEBAX MOUTH SPRAY 50ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00230,PD00000230,INSENSE MOUTH WASH 150ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00231,PD00000231,INSENSE TOOTH PASTE 50G,1,1,1,1,0,0,0,0,0,0,0
PRD-00232,PD00000232,INSENSE TOOTH PASTE 70GM,1,1,1,1,0,0,0,0,0,0,0
PRD-00233,PD00000233,KOLZIN TABLET 100MG,1,1,1,30,0,0,0,0,0,0,0
PRD-00234,PD00000234,NEEM SOAP,1,1,1,1,0,0,0,0,0,0,0
PRD-00235,PD00000235,ORADIN ORAL RINSE 150ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00236,PD00000236,SPISAN TOOTH PASTE 50G,1,1,1,1,0,0,0,0,0,0,0
PRD-00237,PD00000237,TRSITE ORAL RINSE 150ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00238,PD00000238,ISANEX IM 1GM,1,1,1,1,0,85,440,85,440,85,0
PRD-00239,PD00000239,CEFTRON VIAL IM 250MG,1,1,1,1,0,0,0,0,0,0,0
PRD-00240,PD00000240,CEFTRIXONE (PD CF 500MG),1,1,1,1,0,0,0,0,0,0,0
PRD-00241,PD00000241,CEFTRON VIAL IV 1GM,1,1,1,1,0,0,0,0,0,0,0
PRD-00242,PD00000242,CEFTRON VIAL IV 250MG,1,1,1,1,0,0,0,0,0,0,0
PRD-00243,PD00000243,CEFTRON VIAL IV 500MG,1,1,1,1,0,0,0,0,0,0,0
PRD-00244,PD00000244,RUTIX TABLET 200MG,1,1,1,10,0,0,0,0,0,0,0
PRD-00245,PD00000245,SECLO CAPSULE 20MG,1,1,1,12,0,0,0,0,0,0,0
PRD-00246,PD00000246,ZIMAX CAPSULE 250MG,1,1,1,6,0,0,0,0,0,0,0
PRD-00247,PD00000247,ZIMAX SUSPENSION  200MG\5ML  15ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00248,PD00000248,ADOLAN TABLET 50MG,1,1,1,10,0,0,0,0,0,0,0
PRD-00249,PD00000249,BANISH INJECTION 2ML,1,1,1,5,0,0,0,0,0,0,0
PRD-00250,PD00000250,BANISH SUSPENSION  60ML,1,1,1,1,0,0,0,0,0,0,0
PRD-00251,PD00000251,BLUDOL SUSPENSION  120ML,1,1,1,1,0,98.6,116,98.6,116,98.6,0
PRD-00252,PD00000252,BLUDOL SUSPENSION DS  90ML,1,1,1,1,9,86.7,102,86.7,102,86.7,0
PRD-00253,PD00000253,BLUDOL TABLET 200MG,1,1,1,100,415,306.85,361,3.069,3.61,2.317922078,0
PRD-00254,PD00000254,BROLITE TABLET 3MG,1,1,1,30,6,298.35,351,9.945,11.7,9.945,0
PRD-00255,PD00000255,CARVILOL TABLET 25MG,1,1,1,10,0,0,0,0,0,0,0
PRD-00256,PD00000256,CARVILOL TABLET 6.25MG,1,1,1,30,0,0,0,0,0,0,0
