product_code,barcode,name,category_id,supplier_id,brand_id,pack_size,quantity,pack_purchase_price,pack_sale_price,unit_purchase_price,unit_sale_price,avg_price,narcotics
PRD-00018,PD00000018,AMIKOSIDE INJECTION 100MG/2ML,1,1,1,1,,0,0,0,0,0,0
PRD-00019,PD00000019,AMIKOSIDE INJECTION 500MG/2ML,1,1,1,1,,0,0,0,0,0,0
PRD-00020,PD00000020,AMPLIPEN INJECTION 250MG,1,1,1,1,,0,0,0,0,0,0
PRD-00021,PD00000021,AMPLIPEN INJECTION 500MG,1,1,1,1,,0,0,0,0,0,0
PRD-00022,PD00000022,ANAMOL SYRUP 60ML,1,1,1,1,,0,0,0,0,0,0
PRD-00023,PD00000023,APOCLOX CAPSULE 500MG,1,1,1,20,,0,0,0,0,0,0
PRD-00024,PD00000024,APOCLOX INJECTION 250MG,1,1,1,1,,0,0,0,0,0,0
PRD-00025,PD00000025,ATROPINE INJECTION 1MG/ML,1,1,1,100,,325,500,3.25,5,3.25,0
PRD-00026,PD00000026,AZIROLIDE CAPSULE 250MG,1,1,1,10,,0,0,0,0,0,0
PRD-00027,PD00000027,QCO 50MG CAP,1,1,1,30,,0,0,0,0,0,0
PRD-00028,PD00000028,BROZINIL TABLET .,1,1,1,30,,0,0,0,0,0,0
PRD-00029,PD00000029,COLITRAN SUSPENSION  50ML,1,1,1,1,,0,0,0,0,0,0
PRD-00030,PD00000030,COLITRAN TABLET .,1,1,1,200,,0,0,0,0,0,0
PRD-00031,PD00000031,COLITRAN TABLET DS,1,1,1,100,,0,0,0,0,0,0
PRD-00032,PD00000032,CORINOR TABLET 10MG,1,1,1,20,,0,0,0,0,0,0
PRD-00033,PD00000033,KEUNE HAIR COLOUR NO.4.56   60ML,1,1,1,1,,0,0,0,0,0,0
PRD-00034,PD00000034,KEUNE HAIR COLOUR NO.4.6   60ML,1,1,1,1,,0,0,0,0,0,0
PRD-00035,PD00000035,KEUNE HAIR COLOUR NO.4.7   60ML,1,1,1,1,,0,0,0,0,0,0
PRD-00036,PD00000036,KEUNE HAIR COLOUR NO.5   60ML,1,1,1,1,,0,0,0,0,0,0
PRD-00037,PD00000037,KEUNE HAIR COLOUR NO.5.3   60ML,1,1,1,1,,0,0,0,0,0,0
PRD-00038,PD00000038,KEUNE HAIR COLOUR NO.5.35 60ML,1,1,1,1,,0,0,0,0,0,0
PRD-00039,PD00000039,KEUNE HAIR COLOUR NO.5.4   60ML,1,1,1,1,,0,0,0,0,0,0
PRD-00040,PD00000040,KEUNE HAIR COLOUR NO.5.5   60ML,1,1,1,1,,0,0,0,0,0,0
PRD-00041,PD00000041,HITROXIN TABLET 250MG,1,1,1,10,,0,0,0,0,0,0
PRD-00042,PD00000042,HITROXIN TABLET 500MG,1,1,1,10,,0,0,0,0,0,0
PRD-00043,PD00000043,ITRANEX CAPSULE 100MG,1,1,1,4,,0,0,0,0,0,0
PRD-00044,PD00000044,FLUACE INSTA SATCHE,1,1,1,10,54,190,218,19,21.8,19,0
PRD-00045,PD00000045,KARBATON TABLET 200MG,1,1,1,50,,0,0,0,0,0,0
PRD-00046,PD00000046,LOCASALIC OINTMENT 15GM 1'S,1,1,1,1,,0,0,0,0,0,0
PRD-00047,PD00000047,LOTRICORT CREAM 15GM,1,1,1,1,,0,0,0,0,0,0
PRD-00048,PD00000048,LOTRICORT CREAM 5GM,1,1,1,1,,0,0,0,0,0,0
PRD-00049,PD00000049,LOTRICORT CREAM G  10GM,1,1,1,1,,0,0,0,0,0,0
PRD-00050,PD00000050,LOTRICORT CREAM G 15GRM,1,1,1,1,,0,0,0,0,0,0
PRD-00051,PD00000051,LOTRIGEN CREAM 15GM,1,1,1,1,,0,0,0,0,0,0
PRD-00052,PD00000052,MACLEXIN CAPSULE 250mg,1,1,1,100,,0,0,0,0,0,0
PRD-00053,PD00000053,PISTIN 10MG TAB,1,1,1,10,,0,0,0,0,0,0
PRD-00054,PD00000054,MACLEXIN INJECTION 500MG,1,1,1,1,,0,0,0,0,0,0
PRD-00055,PD00000055,M ZAM 250MG TAB,1,1,1,6,,0,0,0,0,0,0
PRD-00056,PD00000056,MACLEXIN SUSPENSION  125MG     60ML,1,1,1,1,,0,0,0,0,0,0
PRD-00057,PD00000057,MACLEXIN SUSPENSION  250MG   60ML,1,1,1,1,,0,0,0,0,0,0
PRD-00058,PD00000058,MASPRIN TABLET 150MG,1,1,1,30,,0,0,0,0,0,0
PRD-00059,PD00000059,MASPRIN TABLET 75MG,1,1,1,30,,0,0,0,0,0,0
PRD-00060,PD00000060,MAZIVIT INJECTION 3ML,1,1,1,25,,0,0,0,0,0,0
PRD-00061,PD00000061,MEDIVIRIN CAPSULE 200MG,1,1,1,10,,0,0,0,0,0,0
PRD-00062,PD00000062,MEDIVIRIN CAPSULE 400MG,1,1,1,10,,0,0,0,0,0,0
PRD-00063,PD00000063,MEDIVIRIN SUSPENSION  50MG   60ML,1,1,1,1,,0,0,0,0,0,0
PRD-00064,PD00000064,METAZEM TABLET 60MG,1,1,1,100,,0,0,0,0,0,0
PRD-00065,PD00000065,MINK INJECTION 100MG/ 2ML,1,1,1,1,,0,0,0,0,0,0
PRD-00066,PD00000066,MYAMBUTOL TABLET -INH,1,1,1,100,,0,0,0,0,0,0
PRD-00067,PD00000067,MYAMBUTOL TABLET -INH FORTE,1,1,1,100,,0,0,0,0,0,0
PRD-00068,PD00000068,MYRIN-P TABLET .,1,1,1,100,,0,0,0,0,0,0
PRD-00069,PD00000069,MYRIN-P TABLET FORTE,1,1,1,80,0,1138.4,1420,14.23,17.75,14.23,0
PRD-00070,PD00000070,NILSTAT OINTMENT 15GM,1,1,1,1,,0,0,0,0,0,0
PRD-00071,PD00000071,NILSTAT ORAL DROP 30ML,1,1,1,1,2,147,170,147,170,147,0
PRD-00072,PD00000072,NILSTAT TABLET VAGINAL,1,1,1,10,,0,0,0,0,0,0
PRD-00073,PD00000073,NORDETTE TABLET 28,1,1,1,28,,0,0,0,0,0,0
PRD-00074,PD00000074,OMNIPEN CAPSULE 250MG,1,1,1,100,,0,0,0,0,0,0
PRD-00075,PD00000075,OMNIPEN CAPSULE 500MG,1,1,1,50,,0,0,0,0,0,0
PRD-00076,PD00000076,OMNIPEN INJECTION N 250MG,1,1,1,10,,0,0,0,0,0,0
PRD-00077,PD00000077,OMNIPEN SUSPENSION  125MG 60ML,1,1,1,1,,0,0,0,0,0,0
PRD-00078,PD00000078,RAST TABLET 10MG,1,1,1,10,10,261,300,26.1,30,26.1,0
PRD-00079,PD00000079,RAST TABLET 20MG,1,1,1,10,,0,0,0,0,0,0
PRD-00080,PD00000080,GENTLE CREAM FACE WASH 100ML,1,1,1,1,,0,0,0,0,0,0
PRD-00081,PD00000081,SCABICURE SUSPENSION  450ML,1,1,1,1,,0,0,0,0,0,0
PRD-00082,PD00000082,MEPTIN SYRUP 120ML,1,1,1,1,,0,0,0,0,0,0
PRD-00083,PD00000083,NUTRAFIL LF MILK,1,1,1,1,,0,0,0,0,0,0
PRD-00084,PD00000084,NUTREFER SACHET ALL FLAV,1,1,1,10,,0,0,0,0,0,0
PRD-00085,PD00000085,NUTREVA FORMULA POWDER .,1,1,1,1,,0,0,0,0,0,0
PRD-00086,PD00000086,ORA RICE POUCH,1,1,1,1,,0,0,0,0,0,0
PRD-00087,PD00000087,OSPOR ORAL SUSP 5ML,1,1,1,8,,0,0,0,0,0,0
PRD-00088,PD00000088,OSTIBON TAB,1,1,1,30,,0,0,0,0,0,0
PRD-00089,PD00000089,PARASUP 150MG SUPPOSITORY,1,1,1,10,,0,0,0,0,0,0
PRD-00090,PD00000090,PREPRO SACHETS,1,1,1,12,,0,0,0,0,0,0
PRD-00091,PD00000091,PROCOLIC ORAL DROPS 4.5ML,1,1,1,1,,0,0,0,0,0,0
PRD-00092,PD00000092,PRULAX JUNIOR SYP,1,1,1,1,,0,0,0,0,0,0
PRD-00093,PD00000093,PRULAX SYRUP 120ML,1,1,1,1,,0,0,0,0,0,0
PRD-00094,PD00000094,BARQ 20MG TAB,1,1,1,20,,0,0,0,0,0,0
PRD-00095,PD00000095,MAXI ALFA 0.5MCG,1,1,1,20,,0,0,0,0,0,0
PRD-00096,PD00000096,NEUTIZE TAB 2MG,1,1,1,10,,0,0,0,0,0,0
PRD-00097,PD00000097,VOKSEC 250MG TAB,1,1,1,10,,0,0,0,0,0,0
PRD-00098,PD00000098,AFLON SYP,1,1,1,1,,0,0,0,0,0,0
PRD-00099,PD00000099,CEPOX INJECTION 1GM,1,1,1,1,,0,0,0,0,0,0
PRD-00100,PD00000100,CEPOX INJECTION 250MG,1,1,1,1,,0,0,0,0,0,0
PRD-00101,PD00000101,CEPOX INJECTION 500MG,1,1,1,1,,0,0,0,0,0,0
PRD-00102,PD00000102,MBASIX INJECTION 20MG,1,1,1,50,,0,0,0,0,0,0
PRD-00103,PD00000103,MBASIX INJECTION 40MG,1,1,1,50,,0,0,0,0,0,0
PRD-00104,PD00000104,MBASIX TABLET 40MG,1,1,1,100,,0,0,0,0,0,0
PRD-00105,PD00000105,MBCAINE INJECTION 10ML,1,1,1,50,,0,0,0,0,0,0
PRD-00106,PD00000106,MBCAINE INJECTION 2% PLUS ADERNALINE,1,1,1,50,,0,0,0,0,0,0
PRD-00107,PD00000107,MBCEF INJECTION 1GM,1,1,1,1,,0,0,0,0,0,0
PRD-00108,PD00000108,MBCEF INJECTION 250MG,1,1,1,1,,0,0,0,0,0,0
PRD-00109,PD00000109,MBCEF INJECTION 500MG,1,1,1,1,,0,0,0,0,0,0
PRD-00110,PD00000110,MBCHLOR EAR DROP 10ML,1,1,1,1,,0,0,0,0,0,0
PRD-00111,PD00000111,MBCHLOR EYE DROP 10ML,1,1,1,1,,0,0,0,0,0,0
PRD-00112,PD00000112,MBCHLOR SUSPENSION  60ML,1,1,1,1,,0,0,0,0,0,0
PRD-00113,PD00000113,MBCIDINE INJECTION 200MG,1,1,1,10,,0,0,0,0,0,0
PRD-00114,PD00000114,MBCIDINE SUSPENSION  60ML,1,1,1,1,,0,0,0,0,0,0
PRD-00115,PD00000115,MBCIDINE TABLET 200MG,1,1,1,20,,0,0,0,0,0,0
PRD-00116,PD00000116,MBCIDINE TABLET 400MG,1,1,1,10,,0,0,0,0,0,0
PRD-00117,PD00000117,MBCLOX CAPSULE 500MG,1,1,1,100,,0,0,0,0,0,0
PRD-00118,PD00000118,MBCLOX ORAL DROP 8ML,1,1,1,1,,0,0,0,0,0,0
PRD-00119,PD00000119,MBDICLO TABLET 100MG,1,1,1,30,,0,0,0,0,0,0
PRD-00120,PD00000120,MBDICLO TABLET 50MG,1,1,1,20,,0,0,0,0,0,0
PRD-00121,PD00000121,MBDICLO TABLET 75MG,1,1,1,5,,0,0,0,0,0,0
PRD-00122,PD00000122,MBDIN CAPSULE 250MG,1,1,1,10,,0,0,0,0,0,0
PRD-00123,PD00000123,MBDIN CAPSULE 500MG,1,1,1,10,,0,0,0,0,0,0
PRD-00124,PD00000124,MBDIN INJECTION 500MG,1,1,1,1,,0,0,0,0,0,0
PRD-00125,PD00000125,MBDIN SUSPENSION  125MG  60ML,1,1,1,1,,0,0,0,0,0,0
PRD-00126,PD00000126,MBDOX CAPSULE 100MG,1,1,1,100,,0,0,0,0,0,0
PRD-00127,PD00000127,MBMOX CAPSULE 250MG,1,1,1,100,,0,0,0,0,0,0
PRD-00128,PD00000128,MBMOX CAPSULE 500MG,1,1,1,100,,0,0,0,0,0,0
PRD-00129,PD00000129,MBROXEN TABLET 250MG,1,1,1,30,,0,0,0,0,0,0
PRD-00130,PD00000130,MBSTAN SUSPENSION  60ML,1,1,1,1,,0,0,0,0,0,0
PRD-00131,PD00000131,MBSTAN TABLET 250MG,1,1,1,200,,0,0,0,0,0,0
PRD-00132,PD00000132,MBTOL SOLUTION 1000ML,1,1,1,1,,0,0,0,0,0,0
PRD-00133,PD00000133,MBTOL SOLUTION 100ML,1,1,1,1,,0,0,0,0,0,0
PRD-00134,PD00000134,MBTOL SOLUTION 500ML,1,1,1,1,,0,0,0,0,0,0
PRD-00135,PD00000135,AMOXIL SYRUP 125MG\5ML  60ML,1,1,1,1,1,109,126,109,126,109,0
PRD-00136,PD00000136,AMOXIL SYRUP 250MG 90ML,1,1,1,1,0,162.5,187,162.5,187,160.6,0
PRD-00137,PD00000137,AMPICLOX CAPSULE 250MG,1,1,1,100,186,587.25,680,5.873,6.8,5.839555556,0
PRD-00138,PD00000138,AMPICLOX CAPSULE 500MG,1,1,1,100,85,977.67,1180,9.777,11.8,9.051162791,0
PRD-00139,PD00000139,AMPICLOX ORAL DROP 20ML,1,1,1,1,1,74.29,88,74.29,88,74.29,0
PRD-00140,PD00000140,AMPICLOX SYRUP 250MG 90ML,1,1,1,1,,0,0,0,0,0,0
PRD-00141,PD00000141,AUGMENTIN  DROP 20ML,1,1,1,1,,117.54,140,117.54,140,117.54,0
PRD-00142,PD00000142,AUGMENTIN 156.25 SYP 90ML,1,1,1,1,1,321,370,321,370,321,0
PRD-00143,PD00000143,AUGMENTIN BD 70ML SYP,1,1,1,1,0,350,404,350,404,350,0
PRD-00144,PD00000144,AUGMENTIN TAB 375MG,1,1,1,6,11.94,234,268.98,39,44.83,39,0
PRD-00145,PD00000145,AUGMENTIN TAB1GM,1,1,1,6,4,315,361.98,52.5,60.33,52.5,0
PRD-00146,PD00000146,BACTROBAN CREAM 15GM,1,1,1,1,,0,0,0,0,0,0
PRD-00147,PD00000147,BACTROBAN OINTMENT 15GM,1,1,1,1,,0,0,0,0,0,0
PRD-00148,PD00000148,BACTROBAN OINTMENT 5GM,1,1,1,1,,0,0,0,0,0,0
PRD-00149,PD00000149,CHEWCAL TAB 30,1,1,1,30,0.8,182,210,6.067,7,6.066558442,0
PRD-00150,PD00000150,ELTROXIN 50MCG TABLET,1,1,1,1,,0,0,0,0,0,0
PRD-00151,PD00000151,GIDAR SINGHI,1,1,1,1,,0,0,0,0,0,0
PRD-00152,PD00000152,CRANTOP SACHET,1,1,1,10,,0,0,0,0,0,0
PRD-00153,PD00000153,MAXOLON INJECTION .,1,1,1,10,14,310,320,31,32,29.21421053,0
PRD-00154,PD00000154,GRANID SUSPENSION  200MG 60ML,1,1,1,1,,0,0,0,0,0,0
PRD-00155,PD00000155,GRANID TABLET 400MG,1,1,1,100,,0,0,0,0,0,0
PRD-00156,PD00000156,ORAL B TOOTH BRUSH CONTURA,1,1,1,1,,0,0,0,0,0,0
PRD-00157,PD00000157,ORAL B TOOTH BRUSH CROSSACTION,1,1,1,1,,0,0,0,0,0,0
PRD-00158,PD00000158,ORAL B TOOTH BRUSH EXCEED,1,1,1,1,,0,0,0,0,0,0
PRD-00159,PD00000159,LIPIGET EZ 10+20MG TAB,1,1,1,10,,0,0,0,0,0,0
PRD-00160,PD00000160,SITA GEN 100MG TAB,1,1,1,30,,0,0,0,0,0,0
PRD-00161,PD00000161,ORAL B TOOTH BRUSH ORTHODANTIC,1,1,1,1,,0,0,0,0,0,0
PRD-00162,PD00000162,ORAL B TOOTH BRUSH PLUS,1,1,1,1,,0,0,0,0,0,0
PRD-00163,PD00000163,ORAL B TOOTH BRUSH SENSTIVE ADVANTAGE,1,1,1,1,,0,0,0,0,0,0
PRD-00164,PD00000164,ORAL B TOOTH BRUSH VISION,1,1,1,1,,0,0,0,0,0,0
PRD-00165,PD00000165,ORAL B TOOTH PASTE SENSITIVE 75ML,1,1,1,1,,0,0,0,0,0,0
PRD-00166,PD00000166,SENSOR EXCEL BLADE (10'S),1,1,1,1,,0,0,0,0,0,0
PRD-00167,PD00000167,GEOFLOX INJECTION 200MG IV100ML,1,1,1,1,,0,0,0,0,0,0
PRD-00168,PD00000168,GEOFLOX TABLET 200MG,1,1,1,10,,0,0,0,0,0,0
PRD-00169,PD00000169,GEOFMAN SALT (ORS) SYRUP 15GM,1,1,1,1,,0,0,0,0,0,0
PRD-00170,PD00000170,GEOFMAN SALT (ORS) SYRUP 30GM,1,1,1,1,,0,0,0,0,0,0
PRD-00171,PD00000171,GEOGYNON TABLET .,1,1,1,2,,0,0,0,0,0,0
PRD-00172,PD00000172,GEOMISOLE TABLET 150MG (GEFM) 12913,1,1,1,30,,0,0,0,0,0,0
PRD-00173,PD00000173,GEOMISOLE TABLET 150MG (GEFM) 12914,1,1,1,100,,0,0,0,0,0,0
PRD-00174,PD00000174,GEOMOL SUSPENSION  120MG/ 5ML 60ML,1,1,1,1,,0,0,0,0,0,0
PRD-00175,PD00000175,GEOMOL TABLET 500MG (GEFM) 12916,1,1,1,200,,0,0,0,0,0,0
PRD-00176,PD00000176,GEOMOL TABLET 500MG (GEFM) 12917,1,1,1,1000,,0,0,0,0,0,0
PRD-00177,PD00000177,GEOMOXIN CAPSULE 250MG,1,1,1,100,,0,0,0,0,0,0
PRD-00178,PD00000178,GEOMOXIN CAPSULE 500MG,1,1,1,20,,0,0,0,0,0,0
PRD-00179,PD00000179,GEOMOXIN SUSPENSION  125MG  60ML,1,1,1,1,,0,0,0,0,0,0
PRD-00180,PD00000180,GEOMOXIN SUSPENSION  250MG/ 5ML 60ML,1,1,1,1,,0,0,0,0,0,0
PRD-00181,PD00000181,GEOPRESS TABLET 240MG,1,1,1,10,,0,0,0,0,0,0
PRD-00182,PD00000182,GEOPRESS TABLET 40MG,1,1,1,10,,0,0,0,0,0,0
PRD-00183,PD00000183,GEOPRESS TABLET 80MG,1,1,1,50,,0,0,0,0,0,0
PRD-00184,PD00000184,GEOPRIDE TABLET 1MG,1,1,1,20,,0,0,0,0,0,0
PRD-00185,PD00000185,GEOPRIDE TABLET 2MG,1,1,1,20,,0,0,0,0,0,0
PRD-00186,PD00000186,GEOPRIDE TABLET 3MG,1,1,1,20,,0,0,0,0,0,0
PRD-00187,PD00000187,AQUAZOLE 10G CREAM,1,1,1,1,0,191,220,191,220,191,0
PRD-00188,PD00000188,ARSOFIN 50MG TABLET,1,1,1,20,,0,0,0,0,0,0
PRD-00189,PD00000189,ARSOFIN 75MG TABLET,1,1,1,20,,0,0,0,0,0,0
PRD-00190,PD00000190,BETAMET LOTION 60ML,1,1,1,1,,0,0,0,0,0,0
PRD-00191,PD00000191,BIPROFEN TABLET 100MG,1,1,1,30,,0,0,0,0,0,0
PRD-00192,PD00000192,BIPROFEN TABLET 50MG,1,1,1,30,,0,0,0,0,0,0
PRD-00193,PD00000193,BON ONE TABLET 0.5MCG,1,1,1,100,,0,0,0,0,0,0
PRD-00194,PD00000194,CAL ONE D SUSPENSION 60ML,1,1,1,1,,0,0,0,0,0,0
PRD-00195,PD00000195,COLCOREX 120ML SYRUPE,1,1,1,1,,0,0,0,0,0,0
PRD-00196,PD00000196,CAL ONE TABLET 830MG,1,1,1,30,,0,0,0,0,0,0
PRD-00197,PD00000197,CANDITENSIN TABLET 16MG,1,1,1,28,,0,0,0,0,0,0
PRD-00198,PD00000198,CANDITENSIN TABLET 4MG,1,1,1,14,,0,0,0,0,0,0
PRD-00199,PD00000199,CANDITENSIN TABLET 8MG,1,1,1,14,,0,0,0,0,0,0
PRD-00200,PD00000200,XATRAL LP TABLET 10MG,1,1,1,30,,0,0,0,0,0,0
PRD-00201,PD00000201,HICS 120ML SYRUP,1,1,1,1,,0,0,0,0,0,0
PRD-00202,PD00000202,XEROSEC 20MG CAPSUL,1,1,1,14,,0,0,0,0,0,0
PRD-00203,PD00000203,ZYZAL 2ML AMPULE,1,1,1,20,,0,0,0,0,0,0
PRD-00204,PD00000204,ACT HIB VACCINE  1 DOSE,1,1,1,1,,0,0,0,0,0,0
PRD-00205,PD00000205,BCG VACCINE VACCINE  5ML,1,1,1,10,,0,0,0,0,0,0
PRD-00206,PD00000206,CIPROZEE 500MG TAB,1,1,1,10,,0,0,0,0,0,0
PRD-00207,PD00000207,IMOVAX POLIO,1,1,1,1,,0,0,0,0,0,0
PRD-00208,PD00000208,MENINIGOCOCAAL VACCINE  .,1,1,1,1,,0,0,0,0,0,0
PRD-00209,PD00000209,ORUVAIL CAPSULE 100MG,1,1,1,30,,0,0,0,0,0,0
PRD-00210,PD00000210,ORUVAIL CAPSULE 200MG,1,1,1,30,,0,0,0,0,0,0
PRD-00211,PD00000211,PNEUMO 23 VACCINE  .,1,1,1,1,,0,0,0,0,0,0
PRD-00212,PD00000212,STAMARIL VACCINE,1,1,1,1,,0,0,0,0,0,0
PRD-00213,PD00000213,TETRACT-HIB VACCINE  .,1,1,1,1,,0,0,0,0,0,0
PRD-00214,PD00000214,TRIMOVAX VACCINE  SYRINGES,1,1,1,1,,0,0,0,0,0,0
PRD-00215,PD00000215,TRIMOVAX VIAL .,1,1,1,1,,0,0,0,0,0,0
PRD-00216,PD00000216,TYPHIM VI VACCINE  .,1,1,1,1,,0,0,0,0,0,0
PRD-00217,PD00000217,VAXIGRIP VACCINE  .,1,1,1,1,,0,0,0,0,0,0
PRD-00218,PD00000218,VERORAB VACCINE  SYR,1,1,1,1,,0,0,0,0,0,0
PRD-00219,PD00000219,VERORAB VACCINE  SYRINGE PACK,1,1,1,1,,0,0,0,0,0,0
PRD-00220,PD00000220,ALFACAL TABLET 0.5MG,1,1,1,20,,0,0,0,0,0,0
PRD-00221,PD00000221,AZOSIN NASAL SPRAY 15ML,1,1,1,1,,0,0,0,0,0,0
PRD-00222,PD00000222,BLEPHAPPRED EYE DROP 5ML,1,1,1,1,,0,0,0,0,0,0
PRD-00223,PD00000223,BLEPHAPPRED OINTMENT OPHTH 3.5GM,1,1,1,1,,0,0,0,0,0,0
PRD-00224,PD00000224,BLINK FRESH EYE DROP 10ML,1,1,1,1,,65,77,65,77,65,0
PRD-00225,PD00000225,CALENDOX CREAM 10GM,1,1,1,1,,0,0,0,0,0,0
PRD-00226,PD00000226,FIT PLEX-M CAPSULE (30'S),1,1,1,1,,0,0,0,0,0,0
PRD-00227,PD00000227,GLYCERIN SUPPOSITRIES CHILD,1,1,1,1,,0,0,0,0,0,0
PRD-00228,PD00000228,AMENOL P 120ML SYRUP,1,1,1,1,,0,0,0,0,0,0
PRD-00229,PD00000229,DEBAX MOUTH SPRAY 50ML,1,1,1,1,,0,0,0,0,0,0
PRD-00230,PD00000230,INSENSE MOUTH WASH 150ML,1,1,1,1,,0,0,0,0,0,0
PRD-00231,PD00000231,INSENSE TOOTH PASTE 50G,1,1,1,1,,0,0,0,0,0,0
PRD-00232,PD00000232,INSENSE TOOTH PASTE 70GM,1,1,1,1,,0,0,0,0,0,0
PRD-00233,PD00000233,KOLZIN TABLET 100MG,1,1,1,30,,0,0,0,0,0,0
PRD-00234,PD00000234,NEEM SOAP,1,1,1,1,3,100,250,100,250,90,0
PRD-00235,PD00000235,ORADIN ORAL RINSE 150ML,1,1,1,1,,0,0,0,0,0,0
PRD-00236,PD00000236,SPISAN TOOTH PASTE 50G,1,1,1,1,,0,0,0,0,0,0
PRD-00237,PD00000237,TRSITE ORAL RINSE 150ML,1,1,1,1,,0,0,0,0,0,0
PRD-00238,PD00000238,ISANEX IM 1GM,1,1,1,1,0,110,440,110,440,110,0
PRD-00239,PD00000239,CEFTRON VIAL IM 250MG,1,1,1,1,,0,0,0,0,0,0
PRD-00240,PD00000240,CEFTRIXONE (PD CF 500MG),1,1,1,1,,43,70,43,70,42.83272727,0
PRD-00241,PD00000241,CEFTRON VIAL IV 1GM,1,1,1,1,,0,0,0,0,0,0
PRD-00242,PD00000242,CEFTRON VIAL IV 250MG,1,1,1,1,,0,0,0,0,0,0
PRD-00243,PD00000243,CEFTRON VIAL IV 500MG,1,1,1,1,,0,0,0,0,0,0
PRD-00244,PD00000244,RUTIX TABLET 200MG,1,1,1,10,,0,0,0,0,0,0
PRD-00245,PD00000245,SECLO CAPSULE 20MG,1,1,1,12,,0,0,0,0,0,0
PRD-00246,PD00000246,ZIMAX CAPSULE 250MG,1,1,1,6,,0,0,0,0,0,0
PRD-00247,PD00000247,ZIMAX SUSPENSION  200MG\5ML  15ML,1,1,1,1,,0,0,0,0,0,0
PRD-00248,PD00000248,ADOLAN TABLET 50MG,1,1,1,10,,0,0,0,0,0,0
PRD-00249,PD00000249,BANISH INJECTION 2ML,1,1,1,5,,0,0,0,0,0,0
PRD-00250,PD00000250,BANISH SUSPENSION  60ML,1,1,1,1,,0,0,0,0,0,0
PRD-00251,PD00000251,BLUDOL SUSPENSION  120ML,1,1,1,1,2,100,116,100,116,100,0
PRD-00252,PD00000252,BLUDOL SUSPENSION DS  90ML,1,1,1,1,1,88,102,88,102,88,0
PRD-00253,PD00000253,BLUDOL TABLET 200MG,1,1,1,100,46,314,400,3.14,4,3.14,0
PRD-00254,PD00000254,BROLITE TABLET 3MG,1,1,1,30,0,199.14,230.1,6.638,7.67,6.638,0
PRD-00255,PD00000255,CARVILOL TABLET 25MG,1,1,1,10,,0,0,0,0,0,0
PRD-00256,PD00000256,CARVILOL TABLET 6.25MG,1,1,1,30,,0,0,0,0,0,0
PRD-00257,PD00000257,CEFIX CAPSULE 400MG,1,1,1,5,,0,0,0,0,0,0
PRD-00258,PD00000258,CEFIX SUSPENSION  30ML,1,1,1,1,,0,0,0,0,0,0
PRD-00259,PD00000259,CEFIX SUSPENSION  60ML,1,1,1,1,,0,0,0,0,0,0
PRD-00260,PD00000260,CEFIX SUSPENSION  DS 500MG/5ML 30ML,1,1,1,1,,0,0,0,0,0,0
PRD-00261,PD00000261,CISEC 40MG CAPSULES,1,1,1,14,,0,0,0,0,0,0
PRD-00262,PD00000262,COLDREX SYRUP  120ML,1,1,1,1,0,101,117,101,117,101,0
PRD-00263,PD00000263,COLDREX TABLET 1,1,1,1,100,24.001,321,369,3.21,3.69,3.21,0
PRD-00264,PD00000264,COMFY ORAL DROP 20ML,1,1,1,1,,0,0,0,0,0,0
PRD-00265,PD00000265,CURITOL TABLET 400MG,1,1,1,10,,0,0,0,0,0,0
